partType,name,image,url,sizeType,storageType,brand,socket,speed,coreCount,threadCount,power,VRAM,resolution,size,space,productId,precio_ficticio,price_category
motherboard,Biostar B450MX-S Micro ATX AM4 Motherboard (B450MX-S),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/8HfnTW/biostar-b450mx-s-micro-atx-am4-motherboard-b450mx-s,ATX,,AMD,AM4,,,,,,,,,9284,142.8914428261357,barato
gpu,GALAX EX GeForce GTX 1650 G5 4 GB Video Card (65SQH8DS08EX),https://m.media-amazon.com/images/I/41Tjewv0hgL.jpg,https://pcpartpicker.com/product/WDprxr/galax-geforce-gtx-1650-4-gb-ex-1-click-oc-video-card-65sqh8ds08ex,,,NVIDIA,,,,,75.0,4.0,1080p,,,3044,251.56802831721538,barato
psu,Xion XON-700P12F 700 W ATX Power Supply (XON-700P12F),https://images-na.ssl-images-amazon.com/images/I/516AOtCvPZL.jpg,https://pcpartpicker.com/product/D8Np99/xion-power-supply-xon700p12f,ATX,,,,,,,700.0,,,,,10767,82.06429032092849,barato
storage,Inland 1TB Performance 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (1TB NVME PERFRM),https://m.media-amazon.com/images/I/314PYctRIXL.jpg,https://pcpartpicker.com/product/tGJmP6/inland-performance-1-tb-m2-2280-nvme-solid-state-drive-1tb-nvme-perfrm,,NVME,,,,,,,,,,1000.0,12226,359.432329370588,caro
psu,Kingwin MK 1000 W ATX Power Supply (MK-1000W),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/K898TW/kingwin-mk-1000w-atx-power-supply-mk-1000w,ATX,,,,,,,1000.0,,,,,11619,51.53834094938446,barato
storage,"Seagate Exos X18 16 TB 3.5"" 7200 RPM Internal Hard Drive (ST16000NM005J)",https://cdna.pcpartpicker.com/static/forever/images/product/cec240e9842d2f5a361fbfa2bcd8ebfe.256p.jpg,https://pcpartpicker.com/product/TLmmP6/seagate-exos-x18-16-tb-35-7200rpm-internal-hard-drive-st16000nm005j,,HDD,,,,,,,,,,1000.0,13781,145.26599829624405,barato
gpu,Zotac GAMING Triple Fan GeForce RTX 2080 Ti 11 GB Video Card (ZT-T20810F-10P),https://cdna.pcpartpicker.com/static/forever/images/product/28fadf2e70bfeaf43f914b45de355656.256p.jpg,https://pcpartpicker.com/product/RtqhP6/zotac-geforce-rtx-2080-ti-11gb-gaming-triple-fan-video-card-zt-t20810f-10p,,,NVIDIA,,,,,250.0,11.0,1080p,,,3941,451.239602560343,intermedio
motherboard,Biostar B760MXC PRO 2.0 Micro ATX LGA1700 Motherboard (B760MXC PRO 2.0),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/BxsV3C/biostar-b760mxc-pro-20-micro-atx-lga1700-motherboard-b760mxc-pro-20,ATX,,Intel,LGA 1700,,,,,,,,,8532,91.58974624286716,barato
psu,XFX P1850SNLB9 850 W 80+ Bronze Certified ATX Power Supply (P1850SNLB9),https://images-na.ssl-images-amazon.com/images/I/41ZhSoRr0CL.jpg,https://pcpartpicker.com/product/D3YXsY/xfx-power-supply-p1850snlb9,ATX,,,,,,,850.0,,,,,11404,76.33525003937751,barato
motherboard,MSI H110I Pro Mini ITX LGA1151 Motherboard (H110I Pro),https://cdna.pcpartpicker.com/static/forever/images/product/db942f78819d0176f7c081bb9ec243e8.256p.jpg,https://pcpartpicker.com/product/CsX2FT/msi-motherboard-h110ipro,ITX,,Intel,LGA 1151,,,,,,,,,7769,111.49186805050175,barato
motherboard,Jetway JMA3-79GDGD-LF Micro ATX AM3/AM2+/AM2 Motherboard (JMA3-79GDGD-LF),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/Y9zv6h/jetway-motherboard-jma379gdgdlf,MicroATX,,AMD,AM3,,,,,,,,,8942,69.53068292413302,barato
psu,Topower TOP-600WB 600 W 80+ Bronze Certified ATX Power Supply (TOP-600WB),https://cdna.pcpartpicker.com/static/forever/images/product/e2b1ed659e51db2b22b04571ddd9e63c.med.256p.jpg,https://pcpartpicker.com/product/wbJwrH/topower-power-supply-top600wb,ATX,,,,,,,600.0,,,,,10341,92.51233911682124,barato
psu,CoolMax CX-400B 400 W ATX Power Supply (CX-400B),https://images-na.ssl-images-amazon.com/images/I/51%2B-BcKsjxL.jpg,https://pcpartpicker.com/product/b6zv6h/coolmax-power-supply-cx400b,ATX,,,,,,,400.0,,,,,9684,76.51632391574124,barato
storage,ADATA ATOM 30 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (AATO-30-500GCI),https://m.media-amazon.com/images/I/31PXN8l-AdL.jpg,https://pcpartpicker.com/product/rw4Ycf/adata-atom-30-500-gb-m2-2280-nvme-solid-state-drive-aato-30-500gci,,NVME,,,,,,,,,,500.0,12028,61.29716669976053,barato
storage,Kingston A2000 500 GB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SA2000M8/500G),https://cdna.pcpartpicker.com/static/forever/images/product/d2597c6af85efa2da718727f545317eb.256p.jpg,https://pcpartpicker.com/product/RykgXL/kingston-a2000-500-gb-m2-2280-nvme-solid-state-drive-sa2000m8500g,,NVME,,,,,,,,,,500.0,11936,65.9767567045279,barato
memory,Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-5200 CL40 Memory (KF552C40BBAK2-32),https://cdna.pcpartpicker.com/static/forever/images/product/656b218c4f751e9d239c3627befb3b7d.256p.jpg,https://pcpartpicker.com/product/gpwypg/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-kf552c40bbak2-32,,DDR5,,,,,,,,,32.0,,6793,32.288017634837075,barato
psu,Athena Power AP-P4ATX80FEP8 800 W 80+ Bronze Certified ATX Power Supply (AP-P4ATX80FEP8),https://cdna.pcpartpicker.com/static/forever/images/product/85bd8ef0e365aa62893317f1f6acc6e1.med.256p.jpg,https://pcpartpicker.com/product/Rg2kcf/athena-power-power-supply-app4atx80fep8,ATX,,,,,,,800.0,,,,,11119,56.842414869659194,barato
psu,Thermaltake Toughpower 850 W 80+ Gold Certified Semi-modular ATX Power Supply (PS-TPD-0850MPCGUS-1),https://images-fe.ssl-images-amazon.com/images/I/5111a5iSFXL.jpg,https://pcpartpicker.com/product/PYphP6/thermaltake-power-supply-pstpd0850mpcgus1,ATX,,,,,,,850.0,,,,,11334,247.30960093824385,caro
gpu,Palit GameRock OC GeForce RTX 4070 Ti 12 GB Video Card (NED407TU19K9-1045G),https://cdna.pcpartpicker.com/static/forever/images/product/7ec57f1e90a60a5edade1180f634382c.256p.jpg,https://pcpartpicker.com/product/rTbTwP/palit-gamerock-oc-geforce-rtx-4070-ti-12-gb-video-card-ned407tu19k9-1045g,,,NVIDIA,,,,,250.0,12.0,1440p,,,4452,2792.8493609796083,muy caro
motherboard,MSI H310M PRO-VDH PLUS Micro ATX LGA1151 Motherboard (H310M PRO-VDH PLUS),https://cdna.pcpartpicker.com/static/forever/images/product/ef5567af61e7015374ee976b865884a1.256p.jpg,https://pcpartpicker.com/product/KWgzK8/msi-h310m-pro-vdh-plus-micro-atx-am4-motherboard-h310m-pro-vdh-plus,ATX,,Intel,LGA 1151,,,,,,,,,7160,85.0159902860905,barato
psu,LC-Power LC6 V2.31 550 W 80+ Gold Certified Fully Modular ATX Power Supply (LC6550M V2.31),https://cdna.pcpartpicker.com/static/forever/images/product/4c69ee0da1a6a5ee02d2b072d7f06251.256p.jpg,https://pcpartpicker.com/product/xzPQzy/lc-power-lc6-v231-550-w-80-gold-certified-fully-modular-atx-power-supply-lc6550m-v231,ATX,,,,,,,550.0,,,,,10037,188.3535987239872,caro
gpu,Inno3D GeForce RTX 3080 iCHILL X4 GeForce RTX 3080 10GB 10 GB Video Card (C30804-106XX-1810VA36),https://cdna.pcpartpicker.com/static/forever/images/product/bb16cd86ab27bdd2ae3054cfeb289f06.256p.jpg,https://pcpartpicker.com/product/wmrRsY/inno3d-geforce-rtx-3080-10-gb-ichill-x4-video-card-c30804-106xx-1810va36,,,NVIDIA,,,,,320.0,10.0,1440p/4K,,,4541,508.4120618816561,caro
psu,FSP Group AURUM S 400W 400 W 80+ Gold Certified ATX Power Supply (AURUM S 400W),https://m.media-amazon.com/images/I/51neCWiw9aL.jpg,https://pcpartpicker.com/product/sJh9TW/fsp-group-power-supply-aurums400w,ATX,,,,,,,400.0,,,,,9636,218.2825059859321,caro
storage,"Seagate BarraCuda Pro Compute 12 TB 3.5"" 7200 RPM Internal Hard Drive (ST12000DM001)",https://cdna.pcpartpicker.com/static/forever/images/product/9c7443d5294e7e2226ca0fab9c343c5e.256p.jpg,https://pcpartpicker.com/product/Zg97YJ/seagate-barracuda-pro-compute-12-tb-35-7200rpm-internal-hard-drive-st12000dm001,,HDD,,,,,,,,,,1000.0,13651,124.56712895433024,barato
psu,Deepcool DQ650ST 650 W 80+ Gold Certified ATX Power Supply (DQ650ST),https://images-na.ssl-images-amazon.com/images/I/41Lp2GTiIqL.jpg,https://pcpartpicker.com/product/wPVBD3/deepcool-power-supply-dq650st,ATX,,,,,,,650.0,,,,,10588,231.69292118011776,caro
gpu,PowerColor Red Devil OC Radeon RX 6800 16 GB Video Card (AXRX 6800 16GBD6-3DHE/OC),https://cdna.pcpartpicker.com/static/forever/images/product/6f26533afe4421d12684b044bf4e63b5.256p.jpg,https://pcpartpicker.com/product/Qtxbt6/powercolor-radeon-rx-6800-16-gb-red-devil-oc-video-card-axrx-6800-16gbd6-3dheoc,,,AMD,,,,,300.0,16.0,1440p/4K,,,5318,447.310119588505,intermedio
psu,SeaSonic G 550 W 80+ Gold Certified Semi-modular ATX Power Supply (SSR-550RM),https://m.media-amazon.com/images/I/41IU2NJPxYL.jpg,https://pcpartpicker.com/product/DPCwrH/seasonic-power-supply-ssr550rm,ATX,,,,,,,550.0,,,,,10042,175.37722665196387,caro
memory,EVGA SSC 16 GB (2 x 8 GB) DDR3-2400 CL11 Memory (16G-D3-2400-MR),https://cdna.pcpartpicker.com/static/forever/images/product/6a909b3a5dc5ebc8f235191e826795e9.256p.jpg,https://pcpartpicker.com/product/wbjWGX/evga-memory-16gd32400mr,,DDR3,,,,,,,,,16.0,,5665,50.00373451961792,barato
psu,Thermaltake Toughpower DPS G 1050 W 80+ Platinum Certified Fully Modular ATX Power Supply (PS-TPG-1200DPCPUS-P),https://m.media-amazon.com/images/I/51XrTwNyN8L.jpg,https://pcpartpicker.com/product/Nt8H99/thermaltake-toughpower-dps-g-1050w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpg-1200dpcpus-p,ATX,,,,,,,1050.0,,,,,11668,397.3198703150297,muy caro
memory,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-5600 CL30 Memory (F5-5600J3036D16GX2-RS5K),https://cdna.pcpartpicker.com/static/forever/images/product/acf0ad7e41365a1d16a15dc7873e6b1b.256p.jpg,https://pcpartpicker.com/product/wM7G3C/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl30-memory-f5-5600j3036d16gx2-rs5k,,DDR5,,,,,,,,,32.0,,6737,58.018008431347326,barato
motherboard,MSI B150M ECO Micro ATX LGA1151 Motherboard (B150M ECO),https://m.media-amazon.com/images/I/61U-LpCGuAL.jpg,https://pcpartpicker.com/product/22mxFT/msi-motherboard-b150meco,ATX,,Intel,LGA 1151,,,,,,,,,7618,130.79129054964244,barato
gpu,Gigabyte GAMING PRO GeForce RTX 3060 Ti 8 GB Video Card (GV-N306TGAMING PRO-8),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/qBjBD3/gigabyte-gaming-pro-geforce-rtx-3060-ti-8-gb-video-card-gv-n306tgaming-pro-8,,,NVIDIA,,,,,200.0,8.0,1080p/1440p,,,4210,632.7666684291071,caro
storage,Inland QN322 2 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (2TB QN322 NVME),https://m.media-amazon.com/images/I/41xETAFdgyL.jpg,https://pcpartpicker.com/product/YmYmP6/inland-qn322-2-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-2tb-qn322-nvme,,NVME,,,,,,,,,,2000.0,12507,362.58404820509423,caro
motherboard,ASRock H310M-G/M.2 Micro ATX LGA1151 Motherboard (H310M-G/M.2),https://cdna.pcpartpicker.com/static/forever/images/product/5fbd59a1ddcf9aa71639506b5666757d.256p.jpg,https://pcpartpicker.com/product/Y2bwrH/asrock-h310m-gm2-micro-atx-lga1151-motherboard-h310m-gm2,ATX,,Intel,LGA 1151,,,,,,,,,7622,73.52845912858677,barato
psu,Silverstone Strider Plus 500 W 80+ Bronze Certified Fully Modular ATX Power Supply (SST-ST50F-PB),https://cdna.pcpartpicker.com/static/forever/images/product/be6ac26cb6be2e77fc656296cb4a558c.256p.jpg,https://pcpartpicker.com/product/wrp323/silverstone-strider-plus-500w-80-bronze-certified-fully-modular-atx-power-supply-sst-st50f-pb,ATX,,,,,,,500.0,,,,,9846,61.3108793849946,barato
psu,Topower TOP-400W801 400 W 80+ Certified ATX Power Supply (TOP-400W801),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/cs2kcf/topower-power-supply-top400w801,ATX,,,,,,,400.0,,,,,9692,80.21505547819767,barato
gpu,Palit Dual GeForce GTX 1080 8 GB Video Card (NEB1080U15P2-1045D),https://m.media-amazon.com/images/I/41UeWECABNL.jpg,https://pcpartpicker.com/product/mzGxFT/palit-geforce-gtx-1080-8gb-dual-oc-video-card-neb1080u15p2-1045d,,,NVIDIA,,,,,175.0,8.0,1080p,,,3550,214.82287933724413,barato
storage,"Intel DC P4510 1 TB 2.5"" Solid State Drive (SSDPE2KX010T801)",https://cdna.pcpartpicker.com/static/forever/images/product/f111110a7ded24505dcae0daff7ef734.256p.jpg,https://pcpartpicker.com/product/zb3H99/intel-dc-p4510-1-tb-25-nvme-solid-state-drive-ssdpe2kx010t801,,SATA,,,,,,,,,,1000.0,12939,86.54301230367948,barato
gpu,EVGA GeForce RTX 2060 SC Ultra GAMING GeForce RTX 2060 6 GB Video Card (06G-P4-2067-KR),https://cdna.pcpartpicker.com/static/forever/images/product/ce6ead6bf41188e4a25e4d71e11035c1.256p.jpg,https://pcpartpicker.com/product/MYndnQ/evga-geforce-rtx-2060-6-gb-sc-ultra-gaming-video-card-06g-p4-2067-kr,,,NVIDIA,,,,,160.0,6.0,1080p,,,3279,301.1326788417993,intermedio
gpu,EVGA FTW3 ULTRA GAMING GeForce RTX 3080 Ti 12 GB Video Card (12G-P5-3967-K2),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/63RYcf/evga-geforce-rtx-3080-ti-12-gb-ftw3-ultra-gaming-video-card-12g-p5-3967-k2,,,NVIDIA,,,,,320.0,12.0,4K,,,4589,693.9152534439135,caro
psu,Corsair RM850x (2018) 850 W 80+ Gold Certified Fully Modular ATX Power Supply (CP-9020188-NA),https://cdna.pcpartpicker.com/static/forever/images/product/f65b26700adeef63e855d55096fe6b9b.256p.jpg,https://pcpartpicker.com/product/dnhKHx/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020188-na,ATX,,,,,,,850.0,,,,,11187,228.1279635609802,caro
motherboard,ASRock B360M-ITX/ac Mini ITX LGA1151 Motherboard (B360M-ITX/ac),https://cdna.pcpartpicker.com/static/forever/images/product/056ce69e58cf4b65064b9923a53d1fc3.256p.jpg,https://pcpartpicker.com/product/hjNv6h/asrock-b360m-itxac-mini-itx-lga1151-motherboard-b360m-itxac,ITX,,Intel,LGA 1151,,,,,,,,,7762,65.0572552901284,barato
storage,"Crucial BX500 1 TB 2.5"" Solid State Drive (CT1000BX500SSD1)",https://m.media-amazon.com/images/I/41Fi4L5w9yL.jpg,https://pcpartpicker.com/product/LFZzK8/crucial-bx500-1-tb-25-solid-state-drive-ct1000bx500ssd1,,SATA,,,,,,,,,,1000.0,12877,135.25836562934603,barato
gpu,Gigabyte GV-RVEGA20-16GD-B Radeon VII 16 GB Video Card (GV-RVEGA20-16GD-B),https://cdna.pcpartpicker.com/static/forever/images/product/f01f16d86c135b07b4221b1faaaff23f.256p.jpg,https://pcpartpicker.com/product/vM97YJ/gigabyte-radeon-vii-16-gb-video-card-gv-rvega20-16gd-b,,,AMD,,,,,300.0,16.0,1080p,,,5248,243.5145096591575,barato
psu,Noua Volture X GX-MVX 850 W 80+ Gold Certified Fully Modular ATX Power Supply (PS0222GM-GX85MVX),https://m.media-amazon.com/images/I/410NDH4Lu8L.jpg,https://pcpartpicker.com/product/jqHqqs/noua-volture-x-gx-mvx-850-w-80-gold-certified-fully-modular-atx-power-supply-ps0222gm-gx85mvx,ATX,,,,,,,850.0,,,,,11299,214.82694066341423,caro
memory,G.Skill Trident X 16 GB (2 x 8 GB) DDR3-2133 CL9 Memory (F3-2133C9D-16GTX),https://cdna.pcpartpicker.com/static/forever/images/product/1085bf122912d9de2c6c70a829d6f533.med.256p.jpg,https://pcpartpicker.com/product/Thfp99/gskill-memory-f32133c9d16gtx,,DDR3,,,,,,,,,16.0,,5752,31.79587306262772,barato
motherboard,NZXT N7 Z790 ATX LGA1700 Motherboard (N7-Z79XT-B1),https://cdna.pcpartpicker.com/static/forever/images/product/e6b159f09228cc68e8276032a8530e5a.256p.jpg,https://pcpartpicker.com/product/QQXJ7P/nzxt-n7-z790-atx-lga1700-motherboard-n7-z79xt-b1,ATX,,Intel,LGA 1700,,,,,,,,,8209,117.36923680655758,barato
gpu,Palit JetStream GeForce RTX 4070 12 GB Video Card (NED4070019K9-1047J),https://cdna.pcpartpicker.com/static/forever/images/product/02f14950e2a1a0175c09fe90b8f06922.256p.jpg,https://pcpartpicker.com/product/DdDQzy/palit-jetstream-geforce-rtx-4070-12-gb-video-card-ned4070019k9-1047j,,,NVIDIA,,,,,250.0,12.0,1440p,,,4443,982.0328613154077,muy caro
psu,Inter-Tech Coba Nitrox Nobility 800 W 80+ Silver Certified Semi-modular ATX Power Supply (88882062),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/84grxr/inter-tech-coba-nitrox-nobility-800-w-80-silver-certified-semi-modular-atx-power-supply-88882062,ATX,,,,,,,800.0,,,,,11138,74.8515226715702,barato
gpu,Colorful iGame Advanced OC-V GeForce RTX 3080 Ti 12 GB Video Card (iGame GeForce RTX 3080 Ti Advanced OC-V),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/zBvdnQ/colorful-geforce-rtx-3080-ti-12-gb-igame-advanced-oc-v-video-card-igame-geforce-rtx-3080-ti-advanced-oc-v,,,NVIDIA,,,,,320.0,12.0,4K,,,4631,637.6915383451803,caro
storage,"Toshiba PH3200U-1I72 2 TB 3.5"" 7200 RPM Internal Hard Drive (PH3200U-1I72)",https://m.media-amazon.com/images/I/312yDjwUDGL.jpg,https://pcpartpicker.com/product/N9kD4D/toshiba-internal-hard-drive-ph3200u1i72,,HDD,,,,,,,,,,1000.0,13857,87.48122129124266,barato
psu,SeaSonic FOCUS GX 650 W 80+ Gold Certified Fully Modular ATX Power Supply (FOCUS-GX-650),https://cdna.pcpartpicker.com/static/forever/images/product/a39289b41b92d2d387a165aca1af3c9d.256p.jpg,https://pcpartpicker.com/product/RzfFf7/seasonic-focus-gx-650-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-650,ATX,,,,,,,650.0,,,,,10377,219.40255627636714,caro
motherboard,Asus Z590 WIFI GUNDAM EDITION ATX LGA1200 Motherboard (Z590 WIFI GUNDAM EDITION),https://cdna.pcpartpicker.com/static/forever/images/product/ba4a0d90db4bc09042fcd2b86d4182ce.256p.jpg,https://pcpartpicker.com/product/FfmmP6/asus-z590-wifi-gundam-edition-atx-lga1200-motherboard-z590-wifi-gundam-edition,ATX,,Intel,LGA 1200,,,,,,,,,7872,95.68012268794861,barato
psu,Antec NeoECO Gold 650 W 80+ Gold Certified Fully Modular ATX Power Supply (NE650G M),https://cdna.pcpartpicker.com/static/forever/images/product/0b284fa63a835d118ab333a56bd43bc3.256p.jpg,https://pcpartpicker.com/product/QjTp99/antec-neoeco-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-ne650g-m,ATX,,,,,,,650.0,,,,,10509,167.89784987832482,caro
psu,Rosewill Capstone 450 W 80+ Gold Certified Semi-modular ATX Power Supply (CAPSTONE-450-M),https://images-na.ssl-images-amazon.com/images/I/31NsBou1B5L.jpg,https://pcpartpicker.com/product/ds2kcf/rosewill-power-supply-capstone450m,ATX,,,,,,,450.0,,,,,9747,150.37438452948786,caro
storage,Intel DC P4511 2 TB M.2-22110 PCIe 3.0 X4 NVME Solid State Drive (SSDPELKX020T801),https://cdna.pcpartpicker.com/static/forever/images/product/41ad4d3888f52759f5d9a36f26e54c81.256p.jpg,https://pcpartpicker.com/product/kD848d/intel-dc-p4511-2-tb-m2-22110-nvme-solid-state-drive-ssdpelkx020t801,,NVME,,,,,,,,,,2000.0,12578,73.30463982373273,barato
gpu,MSI GAMING Radeon RX 6650 XT 8 GB Video Card (Radeon RX 6650 XT GAMING 8G),https://cdna.pcpartpicker.com/static/forever/images/product/a44de74bd1f9229de53ed5b4a4574e32.256p.jpg,https://pcpartpicker.com/product/8wbTwP/msi-radeon-rx-6650-xt-8-gb-gaming-video-card-radeon-rx-6650-xt-gaming-8g,,,AMD,,,,,200.0,8.0,1080p/1440p,,,5005,361.85051827757667,intermedio
gpu,EVGA SC2 HYBRID GAMING GeForce GTX 1080 Ti 11 GB Video Card (11G-P4-6598-KR),https://m.media-amazon.com/images/I/41GlQ8h8TzL.jpg,https://pcpartpicker.com/product/j4fmP6/evga-geforce-gtx-1080-ti-11gb-sc2-hybrid-gaming-video-card-11g-p4-6598-kr,,,NVIDIA,,,,,175.0,11.0,1080p,,,3880,296.58913478049806,barato
gpu,Inno3D iChill X3 GeForce RTX 2080 SUPER 8 GB Video Card (C208S3-08D6X-1180VA27),https://static/forever/img/no-image.png,https://pcpartpicker.com/product/KrcRsY/inno3d-geforce-rtx-2080-super-8-gb-ichill-x3-video-card-c208s3-08d6x-1180va27,,,NVIDIA,,,,,250.0,8.0,1080p,,,3805,469.98225597193425,intermedio
gpu,MSI GTX 1050 TI 4GT LP GeForce GTX 1050 Ti 4 GB Video Card (GTX 1050 TI 4GT LP),https://cdna.pcpartpicker.com/static/forever/images/product/5349b3d210a0561fa447dc7fdda7b123.256p.jpg,https://pcpartpicker.com/product/Hnhj4D/msi-geforce-gtx-1050-ti-4gb-video-card-gtx-1050-ti-4gt-lp,,,NVIDIA,,,,,75.0,2.0,1080p,,,2934,290.9456370650563,barato
psu,Xigmatek NRP-PC602 600 W 80+ Bronze Certified ATX Power Supply (NRP-PC602),https://images-na.ssl-images-amazon.com/images/I/41Ta3eH9JgL.jpg,https://pcpartpicker.com/product/Q9mLrH/xigmatek-power-supply-nrppc602,ATX,,,,,,,600.0,,,,,10249,70.27396164840214,barato
motherboard,MSI H510M-A PRO Micro ATX LGA1200 Motherboard (H510M-A PRO),https://cdna.pcpartpicker.com/static/forever/images/product/f9e3e541c282e5d932fce04c93183883.256p.jpg,https://pcpartpicker.com/product/ncbTwP/msi-h510m-a-pro-micro-atx-lga1200-motherboard-h510m-a-pro,ATX,,Intel,LGA 1200,,,,,,,,,7865,106.9066660433615,barato
psu,Rosewill Lightning 800 W 80+ Gold Certified Semi-modular ATX Power Supply (LIGHTNING-800),https://images-na.ssl-images-amazon.com/images/I/517Nyk3jzsL.jpg,https://pcpartpicker.com/product/N4W9TW/rosewill-power-supply-lightning800,ATX,,,,,,,800.0,,,,,11125,184.9932978771594,caro
storage,"Seagate ST1000LM050 1 TB 2.5"" 7200 RPM Internal Hard Drive (ST1000LM050)",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/33wkcf/seagate-1-tb-25-7200rpm-internal-hard-drive-st1000lm050,,HDD,,,,,,,,,,1000.0,13549,54.0932250974317,barato
psu,NZXT HALE 90 750 W 80+ Gold Certified Fully Modular ATX Power Supply (HALE90-750-M),https://m.media-amazon.com/images/I/51L5saRcgBL.jpg,https://pcpartpicker.com/product/Z73RsY/nzxt-power-supply-hale90750m,ATX,,,,,,,750.0,,,,,11026,225.79124522043438,caro
storage,"Seagate Enterprise Capacity 6 TB 3.5"" 7200 RPM Internal Hard Drive (ST6000NM0205)",https://cdna.pcpartpicker.com/static/forever/images/product/24776a3cb3a6655e04caac1b93d99536.256p.jpg,https://pcpartpicker.com/product/BhbwrH/seagate-enterprise-capacity-6-tb-35-7200rpm-internal-hard-drive-st6000nm0205,,HDD,,,,,,,,,,1000.0,13802,145.85152776400486,barato
storage,"Seagate SkyHawk Surveillance 2 TB 3.5"" 7200 RPM Internal Hard Drive (ST2000VX015)",https://cdna.pcpartpicker.com/static/forever/images/product/a2394182a2fd38e928f97f08751b9c9d.256p.jpg,https://pcpartpicker.com/product/jYNxFT/seagate-skyhawk-surveillance-2-tb-35-7200rpm-internal-hard-drive-st2000vx015,,HDD,,,,,,,,,,2000.0,13889,55.30679843765771,barato
psu,Kingwin Lazer Gold 850 W 80+ Gold Certified Fully Modular ATX Power Supply (LZG-850),https://images-na.ssl-images-amazon.com/images/I/5156A2jVAaL.jpg,https://pcpartpicker.com/product/TK9KHx/kingwin-power-supply-lzg850,ATX,,,,,,,850.0,,,,,11399,155.9720006024207,caro
memory,TEAMGROUP Elite Plus 32 GB (1 x 32 GB) DDR5-4800 CL40 Memory (TPBD532G4800HC4001),https://m.media-amazon.com/images/I/318KFrluFSL.jpg,https://pcpartpicker.com/product/vVjBD3/teamgroup-elite-plus-32-gb-1-x-32-gb-ddr5-4800-cl40-memory-tpbd532g4800hc4001,,DDR5,,,,,,,,,32.0,,6903,37.975253016404494,barato
gpu,Gigabyte OC Radeon RX 5500 XT 4 GB Video Card (GV-R55XTOC-4GD),https://cdna.pcpartpicker.com/static/forever/images/product/02f8618933ca449870f1c64e59929507.256p.jpg,https://pcpartpicker.com/product/d8jNnQ/gigabyte-radeon-rx-5500-xt-4-gb-oc-video-card-gv-r55xtoc-4gd,,,AMD,,,,,150.0,4.0,1080p,,,4872,258.3272286089443,barato
psu,SeaSonic FOCUS SPX (2021) 650 W 80+ Platinum Certified Fully Modular SFX Power Supply (FOCUS-SPX-650-2021),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/nkstt6/seasonic-focus-spx-2021-650-w-80-platinum-certified-fully-modular-sfx-power-supply-focus-spx-650-2021,SFX,,,,,,,650.0,,,,,9577,361.0255144307052,muy caro
psu,FSP Group Dagger Pro 750 W 80+ Gold Certified Fully Modular SFX Power Supply (SDA2-750),https://cdna.pcpartpicker.com/static/forever/images/product/b16b28ef0d13b1b33a2dade081b9edce.256p.jpg,https://pcpartpicker.com/product/CQQcCJ/fsp-group-dagger-pro-750-w-80-gold-certified-fully-modular-sfx-power-supply-sda2-750,SFX,,,,,,,750.0,,,,,9588,151.53005920345305,caro
gpu,Gigabyte AORUS XTREME Radeon RX 580 8 GB Video Card (GV-RX580XTRAORUS-8GD),https://cdna.pcpartpicker.com/static/forever/images/product/6ab2c54c8c880b73ecfd65250ddb6af2.256p.jpg,https://pcpartpicker.com/product/FnVBD3/gigabyte-radeon-rx-580-8gb-aorus-xtr-8g-video-card-gv-rx580xtraorus-8gd,,,AMD,,,,,200.0,8.0,1080p,,,5044,251.20030229846026,barato
